researcher_name,employee_id,affiliation,rcard_url,rank,project_id,project_title,project_pi,project_inst,project_keywords,final_score,semantic_score,keyword_score
김용화 (KIM YONGHWA),10820,홀로그램연구센터,https://rcard.re.kr/detail/0G4uSUaJrl1vZAVQ5Rzkcg==,3,MOE-000679,"Empowering Real-World 3D Scene Understanding: Navigating Noise, Distribution Shifts, and Incremental Learning",Na Zhao,Singapore University of Technology and Design,3D Scene Understanding; Real World; Noisy Label Learning; Out-of-Distribution Generalization; Incremental Learning,0.3298,0.4711,0.0000
김용화 (KIM YONGHWA),10820,홀로그램연구센터,https://rcard.re.kr/detail/0G4uSUaJrl1vZAVQ5Rzkcg==,4,MOE-000851,Fundamental Computational Aspects of Neuro-symbolic AI,Chong Kai Fong Ernest,Singapore University of Technology and Design,Neuro-symbolic AI; symbolic computation; satisfiability; machine reasoning; large language models; algebraic methods in AI,0.3231,0.4616,0.0000
김용화 (KIM YONGHWA),10820,홀로그램연구센터,https://rcard.re.kr/detail/0G4uSUaJrl1vZAVQ5Rzkcg==,5,MOH-001785,Multimodal speech parameters for mental health,Wilson Wen Bin Goh,Nanyang Technological University,Artificial Intelligence; Detection; Linguistics; Mental Health; Speech,0.3200,0.4572,0.0000
김용화 (KIM YONGHWA),10820,홀로그램연구센터,https://rcard.re.kr/detail/0G4uSUaJrl1vZAVQ5Rzkcg==,6,MOE-000283,3D Geometry and Semantic Modeling for Human-Scene Interaction,Ziwei Liu,Nanyang Technological University,3D Perception; Geometry Processing; 3D Human Reconstruction; Knowledge Graph,0.3113,0.4448,0.0000
김용화 (KIM YONGHWA),10820,홀로그램연구센터,https://rcard.re.kr/detail/0G4uSUaJrl1vZAVQ5Rzkcg==,7,MOE-000853,Investigating In-Context Representation Learning and Hypernetworks for Projection in Large Language Models for Efficient Domain-Specific Knowledge Augmentation,Chan Guo Wei Alvin,Nanyang Technological University,Artificial Intelligence; Deep Learning; Large Language Model; In-context learning; drug discovery,0.3045,0.4349,0.0000
김용화 (KIM YONGHWA),10820,홀로그램연구센터,https://rcard.re.kr/detail/0G4uSUaJrl1vZAVQ5Rzkcg==,8,MOE-000818,Generative Fine-Grained Visual Perception with MLLMs,Loy Chen Change,Nanyang Technological University,"Multimodal, Large Language Models, Recognition, Detection, Computer Vision",0.3033,0.4333,0.0000
김용화 (KIM YONGHWA),10820,홀로그램연구센터,https://rcard.re.kr/detail/0G4uSUaJrl1vZAVQ5Rzkcg==,9,MOE-000170,Explainable Deep Learning Models for Synthesis of Conversational Speech with Emotional Intelligence,BERRAK SISMAN,Singapore University of Technology and Design,"signal processing, speech information processing, artificial intelligence, deep learning, speech synthesis, emotional intelligence",0.2982,0.4260,0.0000
김용화 (KIM YONGHWA),10820,홀로그램연구센터,https://rcard.re.kr/detail/0G4uSUaJrl1vZAVQ5Rzkcg==,10,MOH-001454,Elucidating the neural basis of emotional dysregulation and other factors via a transdiagnostic approach: A longitudinal follow-up of mood disorder patients in the Cohort Health study In Mood and Emotional regulation in Singapore (CHIMES),Ho Su Hui,National University of Singapore,Mood disorders; Emotional dysregulation; Neuroimaging; Transdiagnostics,0.2974,0.4249,0.0000
황태민 (HWANG TAEMIN),10821,자율지능시스템연구센터,https://rcard.re.kr/detail/CPldTclSdMbCxqEiYKv55Q==,1,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.3775,0.5393,0.0000
황태민 (HWANG TAEMIN),10821,자율지능시스템연구센터,https://rcard.re.kr/detail/CPldTclSdMbCxqEiYKv55Q==,2,MOE-000853,Investigating In-Context Representation Learning and Hypernetworks for Projection in Large Language Models for Efficient Domain-Specific Knowledge Augmentation,Chan Guo Wei Alvin,Nanyang Technological University,Artificial Intelligence; Deep Learning; Large Language Model; In-context learning; drug discovery,0.3716,0.5309,0.0000
황태민 (HWANG TAEMIN),10821,자율지능시스템연구센터,https://rcard.re.kr/detail/CPldTclSdMbCxqEiYKv55Q==,3,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3587,0.5124,0.0000
황태민 (HWANG TAEMIN),10821,자율지능시스템연구센터,https://rcard.re.kr/detail/CPldTclSdMbCxqEiYKv55Q==,4,MOE-000761,Synthesizing Complex Data under Differential Privacy,Xiaokui Xiao,National University of Singapore,"Data management, data privacy",0.3585,0.5121,0.0000
황태민 (HWANG TAEMIN),10821,자율지능시스템연구센터,https://rcard.re.kr/detail/CPldTclSdMbCxqEiYKv55Q==,5,MOE-000442,Machine-Learning-Assisted Topological and Geometrical Data Analysis of Extreme Events in Complex Systems,Cheong Siew Ann,Nanyang Technological University,"complex systems, information processing, Topological data analysis (TDA), Ricci curvature analysis, Laplacian eigenmap",0.3568,0.5097,0.0000
황태민 (HWANG TAEMIN),10821,자율지능시스템연구센터,https://rcard.re.kr/detail/CPldTclSdMbCxqEiYKv55Q==,6,NRF-000593,Foundational Building Blocks for Next-Generation Magnetic Memories,Anjan Soumyanarayanan,National University of Singapore,"spintronics, magnetism, magnetic tunnel junction, quantum materials, memory",0.3550,0.5072,0.0000
황태민 (HWANG TAEMIN),10821,자율지능시스템연구센터,https://rcard.re.kr/detail/CPldTclSdMbCxqEiYKv55Q==,7,NRF-NRFF2017-10,Unifying Spectral Networks and Sparse Representations for Big Data Science,Bresson Xavier Roger Gilbert,National University of Singapore,data science;network analysis;spectral theory;sparsity;optimization,0.3524,0.5034,0.0000
황태민 (HWANG TAEMIN),10821,자율지능시스템연구센터,https://rcard.re.kr/detail/CPldTclSdMbCxqEiYKv55Q==,8,MOE-000540,"Learning time-varying networks from limited data, and beyond",LIN MEIXIA,Singapore University of Technology and Design,Multi-domain data; spatial-temporal data; Kronecker sum; semidefinite programming; alternating direction methods of multipliers; graph-guided regularization,0.3512,0.5018,0.0000
황태민 (HWANG TAEMIN),10821,자율지능시스템연구센터,https://rcard.re.kr/detail/CPldTclSdMbCxqEiYKv55Q==,9,MOE-000150,Interface Controlled 2D Materials for Artificial Synaptic Devices,CHEN WEI,National University of Singapore,"Synapse, Neuromorphic Computing, 2D Materials, Interface Engineering, Optoelectronics",0.3499,0.4998,0.0000
황태민 (HWANG TAEMIN),10821,자율지능시스템연구센터,https://rcard.re.kr/detail/CPldTclSdMbCxqEiYKv55Q==,10,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3474,0.4963,0.0000
윤동식 (Yoon Dongsik),10822,지능융합SW연구센터,https://rcard.re.kr/detail/PRWKZKOnta0GpU+7N0B1ow==,1,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3773,0.5391,0.0000
윤동식 (Yoon Dongsik),10822,지능융합SW연구센터,https://rcard.re.kr/detail/PRWKZKOnta0GpU+7N0B1ow==,2,NRF-000237,Memristive Halide Perovskites for Next Generation Embedded Neuromorphic Computing,Nripan Mathews,Nanyang Technological University,Halide perovskites; memristors; neuromorphic; cognitive surfaces; ionic-electronic coupling,0.3697,0.5281,0.0000
윤동식 (Yoon Dongsik),10822,지능융합SW연구센터,https://rcard.re.kr/detail/PRWKZKOnta0GpU+7N0B1ow==,3,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3651,0.5215,0.0000
윤동식 (Yoon Dongsik),10822,지능융합SW연구센터,https://rcard.re.kr/detail/PRWKZKOnta0GpU+7N0B1ow==,4,NRF-000039,SOCure: ASSURING HARDWARE SECURITY BY DESIGN IN SYSTEMS ON CHIP,Massimo Bruno Alioto,National University of Singapore,"Hardware security, Systems on Chip, physical attacks, secure architectures",0.3607,0.5153,0.0000
윤동식 (Yoon Dongsik),10822,지능융합SW연구센터,https://rcard.re.kr/detail/PRWKZKOnta0GpU+7N0B1ow==,5,NRF-000016,"Enhancing PUB Plant’s operational efficiency through early prediction, diagnosis and/or recommendation for equipment faults and alarms sequencing and improving knowledge management process through advanced digitisation and artificial intelligence",Sivaprakasam Gokulakrishnan,Yokogawa Engineering Asia Pte. Ltd.,"1) Digitization and Data Integration 2) Fault Detection & Diagnostics 3) Multi-time and Multi-scale Data Integration 4) Non-linear, Self-learning and Dynamic modelling 5) Text and video Analytics 6) Work flow automation and optimization 7)Knowledge capturing & retention",0.3573,0.5105,0.0000
윤동식 (Yoon Dongsik),10822,지능융합SW연구센터,https://rcard.re.kr/detail/PRWKZKOnta0GpU+7N0B1ow==,6,MOE-000827,"Role of Firm-to-Firm Input-Output Linkages in Transmitting Aggregate Shocks: Impacts on Firm-Level Productivity, Labor Demand, and Innovation",Pao-Li Chang,Singapore Management University,Firm-to-Firm Input-Output Linkages; Firm-Level Productivity; Firm-Level Labor Demand; Firm-Level Innovation; Global Value Chain,0.3568,0.5097,0.0000
윤동식 (Yoon Dongsik),10822,지능융합SW연구센터,https://rcard.re.kr/detail/PRWKZKOnta0GpU+7N0B1ow==,7,MOE-000563,Terahertz-to-Imaging Integrated Circuit for Security and Health Monitoring,BOON CHIRN CHYE,Nanyang Technological University,"CMOS, THz transceiver, terahertz clock, terahertz modulator, phase-locked loop, Low Noise Amplifier.",0.3524,0.5035,0.0000
윤동식 (Yoon Dongsik),10822,지능융합SW연구센터,https://rcard.re.kr/detail/PRWKZKOnta0GpU+7N0B1ow==,8,NRF-000593,Foundational Building Blocks for Next-Generation Magnetic Memories,Anjan Soumyanarayanan,National University of Singapore,"spintronics, magnetism, magnetic tunnel junction, quantum materials, memory",0.3467,0.4953,0.0000
윤동식 (Yoon Dongsik),10822,지능융합SW연구센터,https://rcard.re.kr/detail/PRWKZKOnta0GpU+7N0B1ow==,9,MOE-000150,Interface Controlled 2D Materials for Artificial Synaptic Devices,CHEN WEI,National University of Singapore,"Synapse, Neuromorphic Computing, 2D Materials, Interface Engineering, Optoelectronics",0.3463,0.4947,0.0000
윤동식 (Yoon Dongsik),10822,지능융합SW연구센터,https://rcard.re.kr/detail/PRWKZKOnta0GpU+7N0B1ow==,10,NRF-000312,"MariOT: A Maritime Testbed of Shipboard OT Systems for Cybersecurity Research, Training, Exercise and Education",Zhou Jianying,Singapore University of Technology and Design,"maritime cyber security, testbed, technology validation, cyber range",0.3456,0.4938,0.0000
박윤상 (Yoonsang Park),10824,ICT나노융합연구센터,https://rcard.re.kr/detail/ZT9SV0LS0tPrtFz44GArug==,1,NRF-CRP15-2015-03,Multi-level and High-fidelity Prints at the Nanoscale,Cheng-Wei Qiu,National University of Singapore,Anti-counterfeiting;Plasmonics;Metasurfaces;Material growth;Up-conversion;Nanotechnology,0.4502,0.6431,0.0000
박윤상 (Yoonsang Park),10824,ICT나노융합연구센터,https://rcard.re.kr/detail/ZT9SV0LS0tPrtFz44GArug==,2,NRF-CRP4-2008-03,"Nanonets: New Materials, Devices for Integrated Energy Harnessing & Storage ""Nanonets"" comprising networks of electrically interconnected nanowires is exploited for its inventive, high-performance and fault-tolerant properties in electronics, green energy harnessing and storage applications",Subodh Gautam Mhaisalkar,Nanyang Technological University,Nanonets;Nanowires;Energy Harnessing;Energy Storage;Solar Cells;Batteries,0.4430,0.6329,0.0000
박윤상 (Yoonsang Park),10824,ICT나노융합연구센터,https://rcard.re.kr/detail/ZT9SV0LS0tPrtFz44GArug==,3,NRF-NRFF2011-02,Novel Electronic and Opto-electronic Materials from Solution-based Assembly of Two-Dimensional Layered Transition-Metal Dichalcogenide Nanosheets,Goki Eda,National University of Singapore,layered compounds;nanomaterial;low-dimensional material;large-area electronics;thin film;opto-electronics,0.4288,0.6126,0.0000
박윤상 (Yoonsang Park),10824,ICT나노융합연구센터,https://rcard.re.kr/detail/ZT9SV0LS0tPrtFz44GArug==,4,NRF-RF2009-04,Nanostructured-Biomaterial Hybrid Systems for Bioelectronics,Xiaodong Chen,Nanyang Technological University,nanofabrication;nanodevices;surface engineering;electrochemistry;bioelectronics;bio-inspiration,0.4201,0.6001,0.0000
박윤상 (Yoonsang Park),10824,ICT나노융합연구센터,https://rcard.re.kr/detail/ZT9SV0LS0tPrtFz44GArug==,5,MOE-000256,Mechanochemical Synthesis of High Electron Affinity Curved Nanographenes,Mihaiela Corina Stuparu,Nanyang Technological University,Green chemistry; Solvent-less reactions; Polycyclic aromatic hydrocarbons; Mechanochemistry; Curved nanographenes; Ball milling,0.4155,0.5935,0.0000
박윤상 (Yoonsang Park),10824,ICT나노융합연구센터,https://rcard.re.kr/detail/ZT9SV0LS0tPrtFz44GArug==,6,NRF-RF2009-06,Optical Properties of Novel Nanomaterials and Field Effect Transistor Nanopore Devices for Single Molecular Detection and DNA Sequencing,Qihua Xiong,Nanyang Technological University,nanoscience and nanotechnology;semiconductor nanowires and nanowire heterostructures;Raman scattering spectroscopy;graphene;nanoelectronic field-effect transistor biosensors;single molecule biosensing and nanopore sequencing,0.4088,0.5839,0.0000
박윤상 (Yoonsang Park),10824,ICT나노융합연구센터,https://rcard.re.kr/detail/ZT9SV0LS0tPrtFz44GArug==,7,NRF-NRFI2015-02,Aggregation Induced Emission: A Revolutionary Path to Molecular Probes and Theranostic Nanoplatforms,Liu Bin,National University of Singapore,Data Access Contact:,0.4067,0.5810,0.0000
박윤상 (Yoonsang Park),10824,ICT나노융합연구센터,https://rcard.re.kr/detail/ZT9SV0LS0tPrtFz44GArug==,8,MOE-000144,Understanding Structure-Function Relationship in Nanocatalysts,Utkur Mirsaidov,National University of Singapore,"in situ TEM, nanoparticles, catalysis",0.4019,0.5699,0.0100
박윤상 (Yoonsang Park),10824,ICT나노융합연구센터,https://rcard.re.kr/detail/ZT9SV0LS0tPrtFz44GArug==,9,ASTR-000063,Revealing Nanoscale Photocatalytic Heterogeneity on 2D and its Composite Materials using Super-Resolution Microscopy,Zhang Zhengyang,Nanyang Technological University,Catalysis; Spectroscopy; Renewable Energy; Sustainability and the Environment; Materials Chemistry; Multidisciplinary,0.4011,0.5688,0.0097
박윤상 (Yoonsang Park),10824,ICT나노융합연구센터,https://rcard.re.kr/detail/ZT9SV0LS0tPrtFz44GArug==,10,1121202012,Atomic Surface Study on Supercapacitor Electrodes using Atomic Layer Deposition and Simulations,Fan Hongjin,Nanyang Technological University,Data Access Contact:,0.4002,0.5717,0.0000
김민호 (Minho Kim),10825,에너지IT융합연구센터,https://rcard.re.kr/detail/ozWp6fpvY4AlNgMpMmnhsQ==,1,NRF-000081,Designing Functional Interfaces of Batteries Using Theory and Computation,Pieremanuele Canepa,National University of Singapore,"rechargeable batteries, energy storage, functional interfaces, first-principles calculations, materials informatics, Li-ion batteries",0.4080,0.5829,0.0000
김민호 (Minho Kim),10825,에너지IT융합연구센터,https://rcard.re.kr/detail/ozWp6fpvY4AlNgMpMmnhsQ==,2,NRF-000413,Temporal-Spatial Impact Analysis of Climate Changes on Renewable Energy and Load Demands,Xu Yan,Nanyang Technological University,"Climate-resilient Singapore, energy systems, climate changes, temporal-geospatial modeling, uncertainties",0.3969,0.5670,0.0000
김민호 (Minho Kim),10825,에너지IT융합연구센터,https://rcard.re.kr/detail/ozWp6fpvY4AlNgMpMmnhsQ==,3,NRF-000392,"Spinning Towards a ‘Bright’ Future: 
Energy-Harvesting with Spin-Triplet Excitons in Luminescent Materials",Yang Le,IMRE - Institute of Materials Research and Engineering,Energy upconversion; flexible electronics; organic semiconductors; electrochemiluminescence; luminescent materials; energy-harvesting,0.3786,0.5409,0.0000
김민호 (Minho Kim),10825,에너지IT융합연구센터,https://rcard.re.kr/detail/ozWp6fpvY4AlNgMpMmnhsQ==,4,NRF-NRFF2017-04,Multivalent Energy Storage for a Sustainable Future: A Quest beyond Lithium-Ion Technologies,Seh Zhi Wei,IMRE - Institute of Materials Research and Engineering,Electrochemistry;Energy storage;Energy conversion;Batteries;In-operando studies;Materials design,0.3781,0.5402,0.0000
김민호 (Minho Kim),10825,에너지IT융합연구센터,https://rcard.re.kr/detail/ozWp6fpvY4AlNgMpMmnhsQ==,5,NRF-000192,Integrated Environmental Modeller (IEM) Phase 2,POH HEE JOO,IHPC - Institute of High Performance Computing,Multi-physics environmental modeling;Urban greenery modeling;Aircraft noise;Building energy modelling;Wind Driven Rain;System integration,0.3570,0.5099,0.0000
김민호 (Minho Kim),10825,에너지IT융합연구센터,https://rcard.re.kr/detail/ozWp6fpvY4AlNgMpMmnhsQ==,6,MOE-000826,GAIA: Rethinking Data Center Computation and Communication Design for Green AI,MITRA TULIKA,National University of Singapore,"Green AI, Energy-efficiency, Data Center Architecture, Heterogeneous Computing, Network-coordinated Design, Universal AI Accelerator",0.3529,0.5042,0.0000
김민호 (Minho Kim),10825,에너지IT융합연구센터,https://rcard.re.kr/detail/ozWp6fpvY4AlNgMpMmnhsQ==,7,NRF-000409,Directed Energy Materials (DEM) for Advanced Manufacturing,Terry W.J. STEELE,Nanyang Technological University,Induction; thermoplastic; directed energy; materials; composites,0.3520,0.5029,0.0000
김민호 (Minho Kim),10825,에너지IT융합연구센터,https://rcard.re.kr/detail/ozWp6fpvY4AlNgMpMmnhsQ==,8,MOE-000050,Multidimensional simulation of rarefied gases in astronautics and microflows,Cai Zhenning,National University of Singapore,Boltzmann equation; moment methods; high-order methods; rarefied gas dynamics,0.3449,0.4927,0.0000
김민호 (Minho Kim),10825,에너지IT융합연구센터,https://rcard.re.kr/detail/ozWp6fpvY4AlNgMpMmnhsQ==,9,NRF-000540,Dispersion Analysis and Simulation for Handling of Future Fuels,Nguyen Vinh Tan,IHPC - Institute of High Performance Computing,alternative fuels; dispersion; risk assessment; integrated system; ammonia; methanol; accidental leakages,0.3437,0.4910,0.0000
김민호 (Minho Kim),10825,에너지IT융합연구센터,https://rcard.re.kr/detail/ozWp6fpvY4AlNgMpMmnhsQ==,10,NRF-000348,Coupled Engine-Vessel Physics with Data Driven AI Models for Carbon Emissions Estimation,How Voon Ee Bernard,Singapore Institute of Technology,Decarbonization; Artificial Intelligence; Machine Learning; Adaptive Neural Network,0.3388,0.4841,0.0000
서경은 (SEO KYEONG EUN),10826,정보미디어연구센터,https://rcard.re.kr/detail/uiNu/VyPBY9WO0ye7qjEpw==,1,NRF-000017,Cyber Forensics & Assurance R&D Programme,Gan Chee Lip,Nanyang Technological University,"Forensics, Data Recovery, Hardware Assurance, Anti-Forensic Solutions, Side Channel Techniques",0.3921,0.5602,0.0000
서경은 (SEO KYEONG EUN),10826,정보미디어연구센터,https://rcard.re.kr/detail/uiNu/VyPBY9WO0ye7qjEpw==,2,NRF-000422,Interpretable and Automated Cryptanalysis for Tailor-Made Cryptographic Design,Thomas Peyrin,Nanyang Technological University,cryptography; cyber-security; machine learning; explainable AI,0.3767,0.5381,0.0000
서경은 (SEO KYEONG EUN),10826,정보미디어연구센터,https://rcard.re.kr/detail/uiNu/VyPBY9WO0ye7qjEpw==,3,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3656,0.5223,0.0000
서경은 (SEO KYEONG EUN),10826,정보미디어연구센터,https://rcard.re.kr/detail/uiNu/VyPBY9WO0ye7qjEpw==,4,NRF-NRFF2016-07,Dimensionality Reduction for Recommender Systems: Unified Latent Co-representation of Multi-Modal Preference Signals,Hady Wirawan Lauw,Singapore Management University,dimensionality reduction;visualization;recommender systems;probabilistic topic modeling;Euclidean embedding;deep learning,0.3598,0.5141,0.0000
서경은 (SEO KYEONG EUN),10826,정보미디어연구센터,https://rcard.re.kr/detail/uiNu/VyPBY9WO0ye7qjEpw==,5,NRF-000098,SLADE : Smart Learning Analytics for Digital crimE,Loh Kok Keong Peter,Singapore Institute of Technology,"digital crime, machine learning, analytics, investigation",0.3579,0.5114,0.0000
서경은 (SEO KYEONG EUN),10826,정보미디어연구센터,https://rcard.re.kr/detail/uiNu/VyPBY9WO0ye7qjEpw==,6,NRF-000448,Miniaturizing Higher-Dimensional Structured Light for Information Security,Joel Yang,Singapore University of Technology and Design,high dimensional; structured light; classical optics; quantum optics; information security,0.3555,0.5079,0.0000
서경은 (SEO KYEONG EUN),10826,정보미디어연구센터,https://rcard.re.kr/detail/uiNu/VyPBY9WO0ye7qjEpw==,7,MOE-000619,Breaking the Box -- On Security of Cryptographic Devices.,Divesh Aggarwal,National University of Singapore,"Tamper-resilient cryptography, leakage-resilient cryptography, randomness",0.3509,0.5012,0.0000
서경은 (SEO KYEONG EUN),10826,정보미디어연구센터,https://rcard.re.kr/detail/uiNu/VyPBY9WO0ye7qjEpw==,8,NRF-000362,"Integrative Threat Modeling, Risk Assessment, and Security Control Management for Government Settings",Chen Binbin,Singapore University of Technology and Design,Threat Modeling; Risk Assessment; Security Control Management; IM8 compliance,0.3464,0.4948,0.0000
서경은 (SEO KYEONG EUN),10826,정보미디어연구센터,https://rcard.re.kr/detail/uiNu/VyPBY9WO0ye7qjEpw==,9,MOE-000123,Provenance-Based Graph Analytics and Transfer Learning for Intrusion Detection,Ke Yi Ping,Nanyang Technological University,Data Provenance; Intrusion Detection; Attributed Graph Analytics; Transfer Learning,0.3420,0.4886,0.0000
서경은 (SEO KYEONG EUN),10826,정보미디어연구센터,https://rcard.re.kr/detail/uiNu/VyPBY9WO0ye7qjEpw==,10,NRF-000323,Use of Artificial Intelligence (AI) to Detect Cyber Anomalies in Critical Information Infrastructures (CII),tan chee young,ST Engineering Info-Security Pte. Ltd.,Data Access Contact:,0.3382,0.4831,0.0000
채승훈 (Chae Sunghun),10827,자율지능시스템연구센터,https://rcard.re.kr/detail/TMecVPQ7353JlC8pYxnjPw==,1,NRF-000155,Centre of Excellence for Autonomous and Remotely Operated Vessels (CEAOPS),Tan Ching Eng,TCOMS - Technology Centre for Offshore & Marine Singapore,"Hydrodynamics, Simulation & Modelling",0.4210,0.6015,0.0000
채승훈 (Chae Sunghun),10827,자율지능시스템연구센터,https://rcard.re.kr/detail/TMecVPQ7353JlC8pYxnjPw==,2,NRF-000564,"MARITIME ARTIFICIAL INTELLIGENCE RESEARCH FOR
SHIPPING DISRUPTION EVALUATION, LAUNCH BOAT OPTIMISATION AND DIGITAL
TESTING OF VESSEL PREDICTIVE MAINTENANCE",FU XIUJU,IHPC - Institute of High Performance Computing,Maritime AI; Shipping Disruption; Vessel Optimisation and Scheduling; Vessel Predictive Maintenance; Evaluation and Digital Testing,0.4064,0.5805,0.0000
채승훈 (Chae Sunghun),10827,자율지능시스템연구센터,https://rcard.re.kr/detail/TMecVPQ7353JlC8pYxnjPw==,3,NRF-000312,"MariOT: A Maritime Testbed of Shipboard OT Systems for Cybersecurity Research, Training, Exercise and Education",Zhou Jianying,Singapore University of Technology and Design,"maritime cyber security, testbed, technology validation, cyber range",0.3934,0.5620,0.0000
채승훈 (Chae Sunghun),10827,자율지능시스템연구센터,https://rcard.re.kr/detail/TMecVPQ7353JlC8pYxnjPw==,4,NRF-000441,Development of Secured Components & Systems in Emerging Technologies through Hardware & Software Evaluation,Gan Chee Lip,Nanyang Technological University,Hardware Analysis; Side-Channel Analysis; Post-quantum Cryptography; Encrypted Memory; Deep Neural Network (DNN) Accelerators,0.3861,0.5516,0.0000
채승훈 (Chae Sunghun),10827,자율지능시스템연구센터,https://rcard.re.kr/detail/TMecVPQ7353JlC8pYxnjPw==,5,NRF-000241,Digital Intelligence Research based on Big Data for Improving Efficient Navigation of Vessels to Singapore Port Waters,FU XIUJU,IHPC - Institute of High Performance Computing,maritime digital intelligence; ETA; predictive models; slow steaming; port operation;  coordinative optimization,0.3728,0.5325,0.0000
채승훈 (Chae Sunghun),10827,자율지능시스템연구센터,https://rcard.re.kr/detail/TMecVPQ7353JlC8pYxnjPw==,6,NRF-000098,SLADE : Smart Learning Analytics for Digital crimE,Loh Kok Keong Peter,Singapore Institute of Technology,"digital crime, machine learning, analytics, investigation",0.3582,0.5117,0.0000
채승훈 (Chae Sunghun),10827,자율지능시스템연구센터,https://rcard.re.kr/detail/TMecVPQ7353JlC8pYxnjPw==,7,NRF-000360,Maritime AI Program,FU XIUJU,IHPC - Institute of High Performance Computing,Maritime AI; maritime data excellence; maritime AI modeling excellence; toolkits; enabling and platform-type techs,0.3576,0.5108,0.0000
채승훈 (Chae Sunghun),10827,자율지능시스템연구센터,https://rcard.re.kr/detail/TMecVPQ7353JlC8pYxnjPw==,8,NRF-RSS2015-003,Embedded Intelligence in new form factors (EINFF) with ultra-energy efficient CMOS technologies to enable the Smart nation infrastructure,Thean Voon Yew,National University of Singapore,Data Access Contact:,0.3570,0.5101,0.0000
채승훈 (Chae Sunghun),10827,자율지능시스템연구센터,https://rcard.re.kr/detail/TMecVPQ7353JlC8pYxnjPw==,9,MOE-000563,Terahertz-to-Imaging Integrated Circuit for Security and Health Monitoring,BOON CHIRN CHYE,Nanyang Technological University,"CMOS, THz transceiver, terahertz clock, terahertz modulator, phase-locked loop, Low Noise Amplifier.",0.3548,0.5068,0.0000
채승훈 (Chae Sunghun),10827,자율지능시스템연구센터,https://rcard.re.kr/detail/TMecVPQ7353JlC8pYxnjPw==,10,NRF-000264,"Operational profiling and digital twinning of harbour craft for holistic test-bedding, life-cycle optimization and future design enhancements",Tan Ching Eng,TCOMS - Technology Centre for Offshore & Marine Singapore,Data Access Contact:,0.3540,0.5057,0.0000
문종술 (Jongsul Moon),10829,지능로보틱스연구센터,https://rcard.re.kr/detail/vmByF0a2Mb1HboulmYRELA==,1,NRF-000051,Spin Orbit Coupling based IntelligencE TechnologY (SOCIETY),Seidikkurippu Nellainayagam Piramanayagam,Nanyang Technological University,Neuromorphic computing; Spin-Orbit coupling; Spin Hall Effect; Domain wall memory; synaptic devices; synthetic neurons,0.4023,0.5747,0.0000
문종술 (Jongsul Moon),10829,지능로보틱스연구센터,https://rcard.re.kr/detail/vmByF0a2Mb1HboulmYRELA==,2,OH/NIC/EIG01/2017,Robotics Technologies for Fall Prevention,Wei Tech Ang,Nanyang Technological University,Data Access Contact:,0.3992,0.5703,0.0000
문종술 (Jongsul Moon),10829,지능로보틱스연구센터,https://rcard.re.kr/detail/vmByF0a2Mb1HboulmYRELA==,3,MOE-000410,"Anticipating Robots. 
Improving Human-Robot Communication Using an Artistic Approach.",Bernhard Johannes Schmitt,Nanyang Technological University,Robots; Animation; Communication; Human-Robot-Interaction; Machine-Learning; Automation,0.3982,0.5689,0.0000
문종술 (Jongsul Moon),10829,지능로보틱스연구센터,https://rcard.re.kr/detail/vmByF0a2Mb1HboulmYRELA==,4,MOE-000672,"Energy-Optimized, Situated Instruction Comprehension for Pervasive Assistive Agents",Archan MISRA,Singapore Management University,Human-AI Synergy; Interactive Agents; Human-Instruction Comprehension; Spatial Sensing; Wearable Computing,0.3978,0.5682,0.0000
문종술 (Jongsul Moon),10829,지능로보틱스연구센터,https://rcard.re.kr/detail/vmByF0a2Mb1HboulmYRELA==,5,NRF-000077,Towards Building Trustworthy and Robust Intelligent Systems and its Application on Human Brain,Liu Yang,Nanyang Technological University,Deep Learning Security; Security and Robustness of Artificial Intelligence,0.3968,0.5668,0.0000
